0.1,0.027322534
0.153020134,0.041166774
0.206040268,0.054587945
0.259060403,0.067602061
0.312080537,0.080224412
0.365100671,0.092469597
0.418120805,0.104351566
0.47114094,0.115883647
0.524161074,0.127078584
0.577181208,0.137948564
0.630201342,0.148505244
0.683221477,0.158759779
0.736241611,0.168722847
0.789261745,0.178404673
0.842281879,0.18781505
0.895302013,0.196963361
0.948322148,0.2058586
1.001342282,0.214509387
1.054362416,0.222923991
1.10738255,0.231110343
1.160402685,0.239076054
1.213422819,0.246828427
1.266442953,0.254374477
1.319463087,0.261720938
1.372483221,0.268874282
1.425503356,0.275840725
1.47852349,0.282626244
1.531543624,0.289236583
1.584563758,0.295677269
1.637583893,0.301953616
1.690604027,0.308070739
1.743624161,0.314033559
1.796644295,0.319846816
1.84966443,0.325515071
1.902684564,0.331042721
1.955704698,0.336433998
2.008724832,0.341692984
2.061744966,0.346823611
2.114765101,0.35182967
2.167785235,0.356714819
2.220805369,0.361482584
2.273825503,0.366136368
2.326845638,0.370679455
2.379865772,0.375115015
2.432885906,0.379446108
2.48590604,0.38367569
2.538926174,0.387806614
2.591946309,0.391841638
2.644966443,0.395783427
2.697986577,0.399634558
2.751006711,0.403397518
2.804026846,0.407074717
2.85704698,0.410668481
2.910067114,0.414181065
2.963087248,0.417614646
3.016107383,0.420971333
3.069127517,0.424253168
3.122147651,0.427462126
3.175167785,0.430600121
3.228187919,0.433669005
3.281208054,0.436670575
3.334228188,0.439606567
3.387248322,0.442478669
3.440268456,0.445288512
3.493288591,0.448037681
3.546308725,0.45072771
3.599328859,0.453360087
3.652348993,0.455936257
3.705369128,0.458457619
3.758389262,0.460925533
3.811409396,0.463341318
3.86442953,0.465706252
3.917449664,0.468021579
3.970469799,0.470288505
4.023489933,0.4725082
4.076510067,0.474681803
4.129530201,0.476810418
4.182550336,0.478895119
4.23557047,0.480936949
4.288590604,0.482936922
4.341610738,0.484896023
4.394630872,0.486815209
4.447651007,0.488695412
4.500671141,0.490537538
4.553691275,0.492342467
4.606711409,0.494111056
4.659731544,0.495844139
4.712751678,0.497542525
4.765771812,0.499207005
4.818791946,0.500838346
4.871812081,0.502437296
4.924832215,0.504004582
4.977852349,0.505540914
5.030872483,0.50704698
5.083892617,0.508523453
5.136912752,0.509970988
5.189932886,0.511390222
5.24295302,0.512781777
5.295973154,0.514146256
5.348993289,0.515484252
5.402013423,0.516796338
5.455033557,0.518083074
5.508053691,0.519345008
5.561073826,0.520582671
5.61409396,0.521796584
5.667114094,0.522987253
5.720134228,0.524155171
5.773154362,0.525300822
5.826174497,0.526424674
5.879194631,0.527527187
5.932214765,0.528608808
5.985234899,0.529669974
6.038255034,0.530711112
6.091275168,0.531732636
6.144295302,0.532734955
6.197315436,0.533718464
6.25033557,0.53468355
6.303355705,0.535630591
6.356375839,0.536559957
6.409395973,0.537472009
6.462416107,0.538367098
6.515436242,0.539245569
6.568456376,0.540107757
6.62147651,0.540953992
6.674496644,0.541784594
6.727516779,0.542599877
6.780536913,0.543400147
6.833557047,0.544185704
6.886577181,0.544956841
6.939597315,0.545713844
6.99261745,0.546456993
7.045637584,0.547186561
7.098657718,0.547902816
7.151677852,0.54860602
7.204697987,0.549296429
7.257718121,0.549974293
7.310738255,0.550639856
7.363758389,0.551293359
7.416778523,0.551935035
7.469798658,0.552565113
7.522818792,0.553183819
7.575838926,0.553791371
7.62885906,0.554387984
7.681879195,0.554973868
7.734899329,0.555549229
7.787919463,0.556114268
7.840939597,0.556669182
7.893959732,0.557214164
7.946979866,0.557749404
8,0.558275085
