1.362	0.106
1.712	0.012
2.43	0.024
3.722	0.012
4.215	0.72
4.303	0.012
4.458	0.023
4.581	0.011
4.965	0.014
5.076	0.428
5.416	0.368
5.553	0.577
5.733	0.012
5.86	0.01
5.907	0.133
6	0.017
6.082	0.042
6.487	0.011
6.517	0.157
6.59	0.018
6.931	0.02
6.992	0.012
7.353	0.115
7.468	0.011
7.725	0.808
8.029	0.053
8.185	0.039
8.207	0.017
8.211	0.018
8.216	0.032
8.619	6.013
8.648	0.246
8.695	0.024
8.862	0.024
8.935	0.074
8.944	0.016
9.016	0.021
9.123	0.041
9.147	0.014
9.198	0.252
9.294	0.079
9.322	0.128
9.368	0.397
9.397	0.029
9.501	0.02
9.507	0.159
9.575	2.583
9.646	1.192
9.732	0.136
9.869	0.039
9.896	0.04
10.082	0.312
10.089	0.454
10.173	0.138
10.228	0.497
10.232	0.029
10.264	0.034
10.267	0.067
10.414	0.138
10.508	0.043
10.551	0.027
10.611	0.059
10.631	0.073
10.646	0.629
10.674	0.421
10.679	0.46
10.761	0.012
10.89	0.029
11.069	0.044
11.194	0.021
11.201	0.022
11.22	0.022
11.337	0.088
11.421	0.019
11.431	0.067
11.573	0.287
11.577	0.355
11.668	0.092
11.749	0.049
11.876	0.016
11.912	0.051
11.921	4.8
12.043	0.025
12.085	0.012
12.148	0.863
12.162	0.022
12.206	0.168
12.249	2.742
12.473	0.196
12.499	0.073
12.508	0.027
12.604	0.356
12.629	0.248
12.738	0.028
12.787	1.065
12.838	0.012
12.848	0.066
12.969	0.139
12.973	0.117
12.985	0.165
12.99	0.147
13.002	0.017
13.065	0.021
13.102	0.155
13.122	0.172
13.13	0.476
13.153	0.05
13.178	0.107
13.315	0.02
13.34	6.634
13.38	0.28
13.384	0.247
13.387	0.01
13.408	0.128
13.436	0.048
13.542	0.167
13.555	0.129
13.645	0.056
13.683	0.228
13.855	0.027
13.858	0.06
13.921	0.315
13.967	0.484
13.999	0.219
14.041	0.651
14.066	0.114
14.163	9.14
14.186	0.011
14.205	0.044
14.288	0.027
14.291	0.038
14.32	0.038
14.352	0.022
14.41	0.325
14.432	0.4
14.447	0.712
14.451	0.101
14.502	0.01
14.517	0.353
14.538	0.285
14.553	0.031
14.652	0.257
14.659	0.172
14.667	0.055
14.708	1.328
14.819	0.172
14.829	14.665
14.884	0.1
14.89	1.125
14.895	0.013
15.044	0.127
15.126	0.06
15.179	0.078
15.181	2.553
15.193	0.524
15.198	0.087
15.229	0.592
15.265	1.367
15.3	0.139
