1.993	0.147
2.088	2.321
2.697	0.954
2.724	0.077
2.879	0.023
3.261	0.073
3.49	0.926
3.602	0.008
3.702	0.06
3.951	0.101
4.099	0.107
4.101	0.107
4.182	0.019
4.224	0.013
4.227	0.054
4.306	2.576
4.318	2.2
4.561	0.01
4.564	0.592
4.666	0.241
4.908	0.038
4.974	0.008
5.122	0.338
5.404	0.752
5.43	0.18
5.523	0.283
5.551	0.048
5.701	0.268
5.751	0.041
5.769	0.017
5.789	0.074
5.849	0.016
5.912	0.026
6.161	1.115
6.221	0.026
6.267	0.016
6.276	0.273
6.278	2.396
6.343	9.411
6.433	1.474
6.488	0.351
6.571	0.04
6.744	0.022
6.794	0.003
6.821	0.062
6.84	0.032
6.888	12.11
6.9	0.338
6.932	0.013
7.07	0.428
7.084	0.028
7.094	4.547
7.198	0.048
7.2	0.003
7.222	0.022
7.234	0.937
7.239	0.036
7.247	0.341
7.32	0.035
7.734	1.988
7.77	0.494
7.9	0.006
7.986	0.092
8.009	0.098
8.059	0.065
8.127	0.007
8.214	0.036
8.342	0.008
8.344	0.327
8.44	0.214
8.472	0.006
8.52	3.997
8.695	0.005
8.7	0.178
8.743	0.017
8.746	1.496
8.757	1.291
8.782	0.715
8.805	0.088
8.866	0.324
8.906	0.32
8.927	0.079
8.947	0.269
8.952	0.005
8.984	1.942
9.007	14.166
9.013	0.052
9.04	0.19
9.047	0.133
9.053	0.033
9.137	5.044
9.139	0.006
9.184	0.925
9.19	1.327
9.2	0.663
9.216	0.145
9.289	0.899
9.387	8.84
9.393	0.006
9.41	0.124
9.435	0.151
9.441	0.619
9.468	0.181
9.52	0.005
9.566	2.595
9.574	0.055
9.59	2.765
9.613	0.006
9.616	0.127
9.652	0.078
9.779	0.003
9.817	0.716
9.88	0.28
10.017	0.736
10.063	0.861
10.136	0.041
10.168	0.032
10.231	0.065
10.238	0.008
10.291	0.058
10.299	0.507
10.312	1.075
10.432	2.061
10.445	0.269
10.473	0.05
10.541	0.008
10.658	0.008
10.662	0.342
10.669	0.27
10.789	0.007
10.796	0.023
10.939	0.011
