6.835	0.022
7.206	0.011
7.517	0.014
4.796	0.023
11.959	0.013
8.573	0.004
10.067	0.019
12.675	0.009
12.438	0.017
10.654	0.004
13.746	0.011
5.916	0.035
12.152	0.006
9.594	0.09
8.569	0.023
13.002	0.016
14.06	0.004
11.461	0.011
8.697	0.022
13.659	0.011
7.659	0.02
19.3	0.005
8.972	0.029
15.517	0.012
10.332	0.018
11.065	0.016
14.975	0.009
6.562	0.202
11.319	0.009
10.601	0.087
14.726	0.014
11.841	0.028
11.386	0.063
7.978	0.048
7.977	0.018
9.853	0.006
8.918	0.007
8.485	0.009
15.408	0.004
7.666	0.012
8.793	0.008
8.946	0.02
9.807	0.044
8.526	0.022
5.306	0.059
6.22	0.029
9.638	0.004
7.436	0.011
4.985	0.039
7.478	0.08
8.498	0.018
5.254	0.014
12.298	0.007
8.364	0.029
4.26	0.02
3.792	0.083
2.524	0.115
9.756	0.071
11.063	0.013
7.605	0.012
6.322	0.065
11.19	0.087
10.693	0.13
10.95	0.285
10.757	0.008
17.757	0.031
11.282	0.064
16.914	0.01
7.623	0.041
14.834	0.009
22.579	0.027
14.311	0.007
15.042	0.03
9.097	0.021
10.325	0.098
15.668	0.005
16.486	0.026
13.319	0.024
15.799	0.018
12.039	0.012
15.494	0.008
9.759	0.007
16.487	0.007
10.565	0.013
10.037	0.008
14.96	0.007
16.888	0.092
11.404	0.011
15.934	0.007
11.591	0.007
9.032	0.007
9.899	0.024
13.148	0.006
12.734	0.017
4.528	0.049
5.707	0.03
8.876	0.011
4.235	0.052
4.51	0.101
11.281	0.007
6.235	0.025
6.549	0.022
5.512	0.019
7.048	0.013
4.684	0.016
5.526	0.044
8.648	0.02
3.924	0.016
7.248	0.016
3.507	0.022
7.75	0.026
5.4	0.077
7.036	0.02
6.441	0.029
4.947	0.044
8.331	0.017
4.342	0.148
6.918	0.03
10.473	0.01
5.52	0.013
3.624	0.101
7.103	0.035
9.496	0.016
9.329	0.031
6.854	0.07
9.125	0.055
7.502	0.074
5.243	0.013
4.477	0.085
4.185	0.039
2.702	0.021
7.87	0.02
10.892	0.018
6.382	0.046
7.872	0.057
7.681	0.008
6.753	0.018
7.498	0.018
7.506	0.046
4.398	0.024
7.307	0.007
7.743	0.014
6.106	0.009
5.041	0.043
5.107	0.022
8.219	0.022
7.228	0.014
5.915	0.018
3.515	0.019
5.455	0.067
5.075	0.011
2.724	0.244
5.09	0.183
10.694	0.02
10.163	1.848
3.875	0.197
6.264	0.016
7.186	0.013
8.492	0.098
8.29	0.057
8.329	0.044
8.669	0.035
8.427	0.014
11.684	0.012
6.245	0.052
8.777	0.013
13.003	0.007
6.701	0.006
9.557	0.017
8.499	0.051
12.488	0.028
9.888	0.029
11.406	0.008
10.213	1.353
4.912	0.016
5.664	0.028
5.42	0.221
8.631	0.023
8.274	0.011
4.954	0.009
8.748	0.032
10.253	0.007
13.918	0.005
5.745	0.007
13.227	0.006
8.918	0.204
12.173	0.008
10.176	0.051
3.659	0.047
9.868	0.008
6.463	0.016
12.604	0.023
6.922	0.007
7.553	0.009
8.947	0.008
6.244	0.01
7.458	0.01
5.649	0.007
11.592	0.03
4.003	0.028
6.051	0.019
7.948	0.007
9.34	0.01
5.564	0.049
5.041	0.011
6.785	0.007
6.846	0.005
9.399	0.009
11.845	0.072
8.452	0.006
12.479	0.012
10.585	0.02
4.88	0.037
6.215	0.01
7.818	0.021
