10.799	0.016
8.616	0.005
9.649	0.019
7.29	0.004
4.449	0.055
7.362	0.017
2.597	0.212
10.265	0.076
8.639	0.052
6.103	0.013
8.417	4.873
2.64	0.167
11.621	0.006
4.994	0.009
3.566	0.049
7.219	0.011
6.454	0.014
5.128	0.025
13.578	0.008
17.094	0.006
8.274	0.006
8.253	0.011
10.57	0.01
15.051	0.004
9.59	0.041
9.564	0.031
8.363	0.014
9.935	0.008
8.377	0.023
7.511	0.011
10.617	0.012
2.865	0.031
18.016	0.035
11.695	0.005
9.706	0.006
9.87	0.037
8.591	0.014
13.227	0.016
10.412	0.005
13.333	0.005
9.918	0.005
16.028	0.005
10.443	0.029
14.937	0.046
16.819	0.005
9.13	0.083
16.924	0.005
10.027	0.004
11.939	0.024
5.158	0.159
4.44	0.068
14.196	0.005
10.997	0.01
11.774	0.036
9.056	0.034
13.772	0.005
5.244	0.083
7.691	0.03
11.143	0.014
6.786	0.011
14.661	0.009
4.924	0.028
7.437	0.025
5.559	0.093
4.51	0.014
4.19	0.043
10.222	0.031
7.172	0.005
6.929	0.016
10.578	0.006
12.989	0.004
13.469	0.006
10.379	0.005
8.176	0.006
8.582	0.004
15.109	0.006
8.76	0.006
17.008	0.004
16.494	0.004
17.406	0.011
17.189	0.006
16.817	0.012
10.571	0.005
15.523	0.006
9.972	0.014
13.832	0.013
5.806	0.006
2.353	0.025
5.345	0.017
7.758	0.007
4.85	0.122
10.214	0.007
3.08	0.103
7.858	0.116
9.124	0.479
4.647	0.034
4.928	0.014
7.424	0.007
5.966	0.022
15.592	0.447
11.554	0.004
11.31	0.009
6.178	3.862
11.735	1.752
4.312	0.082
7.863	0.014
10.884	0.005
6.705	0.004
7.691	0.014
7.447	0.021
9.325	0.026
3.813	0.102
6.88	0.007
6.606	0.013
9.359	0.005
6.854	0.023
7.06	0.004
3.908	0.048
1.703	0.02
6.165	0.005
5.856	0.141
7.384	0.008
7.897	0.301
6.395	0.012
4.763	0.048
6.187	0.01
9.755	0.004
10.11	0.101
6.09	0.506
8.626	0.008
15.156	0.005
14.911	0.697
15.332	0.053
16.288	0.005
12.724	0.603
19.865	0.031
13.832	0.011
9.742	0.023
7.134	0.103
10.868	0.051
